sampleID,depthUpper,depthLower,weight,toc,sh0,sh1,oil,sh2,nso,s3,tMax,depthMedian,hi,oi,tpi,osi,oilInRock,vRo1,vRo2,vRo3,prcntOilLight,prcntOilHeavy,prcntNso,s2s3,wellID,rowID
16,3346,,60.4,3.29,0,0.07,0.07,3.34,0,0.08,457,"3,346.00",101.52,2.43,0.02,2.13,1.7,1.1,0.96,1.07,0,100,0,41.75,18,18-16
17,3347.01,,60.4,2.12,0,0.05,0.05,2,0,0.15,460,"3,347.01",94.34,7.08,0.02,2.36,1.21,1.15,1,1.12,0,100,0,13.33,18,18-17
18,3349.01,,60.2,2.08,0,0.07,0.07,1.8,0,0.11,460,"3,349.01",86.54,5.29,0.04,3.37,1.7,1.15,1,1.12,0,100,0,16.36,18,18-18
19,3352,,60.6,0.14,0,0.04,0.04,0.04,0,0.05,460,"3,352.00",28.57,35.71,0.5,28.57,0.97,1.15,1,1.12,0,100,0,0.8,18,18-19
20,3355,,0,0.1,0,0.02,0.02,0.02,0,0.04,460,"3,355.00",20,40,0.5,20,0.49,1.15,1,1.12,0,100,0,0.5,18,18-20
21,3360.01,,0,0.3,0,0.02,0.02,0.13,0,0.16,460,"3,360.01",43.33,53.33,0.13,6.67,0.49,1.15,1,1.12,0,100,0,0.81,18,18-21
22,3362,,0,0.91,0,0.07,0.07,0.68,0,0.11,460,"3,362.00",74.73,12.09,0.09,7.69,1.7,1.15,1,1.12,0,100,0,6.18,18,18-22
23,3364,,0,2.47,0,1.82,1.82,3.31,0,0.35,453,"3,364.00",134.01,14.17,0.35,73.68,44.14,1.03,0.9,0.99,0,100,0,9.46,18,18-23
24,3366,,0,1.11,0,0.05,0.05,0.77,0,0.14,459,"3,366.00",69.37,12.61,0.06,4.5,1.21,1.13,0.99,1.1,0,100,0,5.5,18,18-24
25,3369,,0,0.91,0,0.07,0.07,0.6,0,0.11,458,"3,369.00",65.93,12.09,0.1,7.69,1.7,1.12,0.97,1.08,0,100,0,5.45,18,18-25
26,3371,,0,0.77,0,0.04,0.04,0.3,0,0.06,462,"3,371.00",38.96,7.79,0.12,5.19,0.97,1.18,1.03,1.16,0,100,0,5,18,18-26
27,3373,,0,0.49,0,0.04,0.04,0.19,0,0.05,457,"3,373.00",38.78,10.2,0.17,8.16,0.97,1.1,0.96,1.07,0,100,0,3.8,18,18-27
28,3375,,0,0.76,0,0.07,0.07,0.45,0,0.02,457,"3,375.00",59.21,2.63,0.13,9.21,1.7,1.1,0.96,1.07,0,100,0,22.5,18,18-28
29,3377,,0,1.7,0,0.08,0.08,1.38,0,0.07,458,"3,377.00",81.18,4.12,0.05,4.71,1.94,1.12,0.97,1.08,0,100,0,19.71,18,18-29
1,2779.52,,0,0.53,0,0.71,0.71,0.57,0,0.38,444,"2,779.52",107.55,71.7,0.55,133.96,17.22,0.88,0.77,0.83,0,100,0,1.5,19,19-Jan
2,2781.19,,0,0.94,0,1.28,1.28,0.99,0,0.35,440,"2,781.19",105.32,37.23,0.56,136.17,31.04,0.81,0.71,0.76,0,100,0,2.83,19,19-Feb
3,2782.6,,0,1.67,0,2.03,2.03,2.6,0,0.14,452,"2,782.60",155.69,8.38,0.44,121.56,49.23,1.01,0.88,0.98,0,100,0,18.57,19,19-Mar
4,2784.97,,0,2.21,0,2.26,2.26,3.45,0,0.2,451,"2,784.97",156.11,9.05,0.4,102.26,54.81,1,0.87,0.96,0,100,0,17.25,19,19-Apr
5,2785.98,,0,2.32,0,2.42,2.42,3.43,0,0.19,451,"2,785.98",147.84,8.19,0.41,104.31,58.69,1,0.87,0.96,0,100,0,18.05,19,19-May
6,2788.48,,60.5,3.19,0,2.78,2.78,4.94,0,0.23,455,"2,788.48",154.86,7.21,0.36,87.15,67.42,1.07,0.93,1.03,0,100,0,21.48,19,19-Jun
7,2792.5,,60.2,3.58,0,2.73,2.73,5.02,0,0.22,455,"2,792.50",140.22,6.15,0.35,76.26,66.2,1.07,0.93,1.03,0,100,0,22.82,19,19-Jul
8,2795.4,,60.4,3.04,0,2.38,2.38,4.57,0,0.19,458,"2,795.40",150.33,6.25,0.34,78.29,57.72,1.12,0.97,1.08,0,100,0,24.05,19,19-Aug
9,2797.96,,60.1,3.14,0,3.16,3.16,5.26,0,0.15,456,"2,797.96",167.52,4.78,0.38,100.64,76.63,1.08,0.94,1.05,0,100,0,35.07,19,19-Sep
10,2799.03,,60.1,2.85,0,2.62,2.62,4.47,0,0.2,456,"2,799.03",156.84,7.02,0.37,91.93,63.54,1.08,0.94,1.05,0,100,0,22.35,19,19-Oct
11,2801.25,,60.2,3.14,0,2.55,2.55,4.93,0,0.19,458,"2,801.25",157.01,6.05,0.34,81.21,61.84,1.12,0.97,1.08,0,100,0,25.95,19,19-Nov
12,2803.81,,60.4,4.12,0,3.32,3.32,6.34,0,0.14,456,"2,803.81",153.88,3.4,0.34,80.58,80.51,1.08,0.94,1.05,0,100,0,45.29,19,19-Dec
13,2824.02,,60.2,3.45,0,2.6,2.6,5.21,0,0.23,453,"2,824.02",151.01,6.67,0.33,75.36,63.05,1.03,0.9,0.99,0,100,0,22.65,19,19-13
14,2825.51,,60.8,2.16,0,1.64,1.64,3.46,0,0.31,455,"2,825.51",160.19,14.35,0.32,75.93,39.77,1.07,0.93,1.03,0,100,0,11.16,19,19-14
15,2830.02,,60.5,1.86,0,1.54,1.54,2.67,0,0.3,451,"2,830.02",143.55,16.13,0.37,82.8,37.35,1,0.87,0.96,0,100,0,8.9,19,19-15
16,2831.94,,60.4,0.47,0,0.52,0.52,0.52,0,0.39,442,"2,831.94",110.64,82.98,0.5,110.64,12.61,0.84,0.74,0.8,0,100,0,1.33,19,19-16
1,2676.15,,60.5,0.33,3,0.12,3.12,0.65,0,0.43,440,"2,676.15",196.97,130.3,0.83,945.45,75.66,0.81,0.71,0.76,96.15,3.85,0,1.51,20,20-Jan
2,2677,,60.2,0.3,3,0.12,3.12,0.47,0,0.42,438,"2,677.00",156.67,140,0.87,"1,040.00",75.66,0.78,0.68,0.72,96.15,3.85,0,1.12,20,20-Feb
3,2678.1,,60.4,0.54,3,0.11,3.11,0.7,0,0.52,441,"2,678.10",129.63,96.3,0.82,575.93,75.42,0.83,0.72,0.78,96.46,3.54,0,1.35,20,20-Mar
4,2679.2,,60.1,0.26,3,0.11,3.11,0.45,0,0.37,440,"2,679.20",173.08,142.31,0.87,"1,196.15",75.42,0.81,0.71,0.76,96.46,3.54,0,1.22,20,20-Apr
5,2680.55,,60.1,1.01,3,0.44,3.44,2.41,0,0.31,441,"2,680.55",238.61,30.69,0.59,340.59,83.42,0.83,0.72,0.78,87.21,12.79,0,7.77,20,20-May
6,2681.9,,60.2,2.16,3,1.14,4.14,6.74,0,0.29,443,"2,681.90",312.04,13.43,0.38,191.67,100.4,0.86,0.75,0.81,72.46,27.54,0,23.24,20,20-Jun
7,2683.6,,60.4,6.09,3,4.21,7.21,24.51,0,0.22,439,"2,683.60",402.46,3.61,0.23,118.39,174.84,0.79,0.69,0.74,41.61,58.39,0,111.41,20,20-Jul
8,2684.7,,60.2,1.29,3,1.47,4.47,4.48,0,0.23,439,"2,684.70",347.29,17.83,0.5,346.51,108.4,0.79,0.69,0.74,67.11,32.89,0,19.48,20,20-Aug
9,2686.25,,60.8,6.02,3,4.31,7.31,26.18,0,0.16,442,"2,686.25",434.88,2.66,0.22,121.43,177.27,0.84,0.74,0.8,41.04,58.96,0,163.63,20,20-Sep
10,2687.15,,60.5,5.77,3,3.53,6.53,24.03,0,0.25,441,"2,687.15",416.46,4.33,0.21,113.17,158.35,0.83,0.72,0.78,45.94,54.06,0,96.12,20,20-Oct
11,2688.8,,60.4,6.56,3,4.42,7.42,29.78,0,0.24,442,"2,688.80",453.96,3.66,0.2,113.11,179.94,0.84,0.74,0.8,40.43,59.57,0,124.08,20,20-Nov
12,2689.75,,60.4,3.18,3,2.77,5.77,12.76,0,0.24,440,"2,689.75",401.26,7.55,0.31,181.45,139.92,0.81,0.71,0.76,51.99,48.01,0,53.17,20,20-Dec
13,2691.3,,60.2,6.24,3,4.04,7.04,28.17,0,0.24,440,"2,691.30",451.44,3.85,0.2,112.82,170.72,0.81,0.71,0.76,42.61,57.39,0,117.38,20,20-13
14,2692.8,,60.6,4.19,3,3.13,6.13,17.57,0,0.2,442,"2,692.80",419.33,4.77,0.26,146.3,148.65,0.84,0.74,0.8,48.94,51.06,0,87.85,20,20-14
15,2693.2,,0,4.85,3,3.35,6.35,19.31,0,0.21,442,"2,693.20",398.14,4.33,0.25,130.93,153.99,0.84,0.74,0.8,47.24,52.76,0,91.95,20,20-15
16,2694.15,,0,3.2,3,2.4,5.4,12.04,0,0.22,442,"2,694.15",376.25,6.88,0.31,168.75,130.95,0.84,0.74,0.8,55.56,44.44,0,54.73,20,20-16
17,2695.23,,0,4.61,3,2.71,5.71,20.86,0,0.31,440,"2,695.23",452.49,6.72,0.21,123.86,138.47,0.81,0.71,0.76,52.54,47.46,0,67.29,20,20-17
18,2695.75,,0,1.32,3,0.84,3.84,4.33,0,0.45,443,"2,695.75",328.03,34.09,0.47,290.91,93.12,0.86,0.75,0.81,78.13,21.88,0,9.62,20,20-18
19,2696.8,,0,4.23,3,4.14,7.14,17.36,0,0.12,443,"2,696.80",410.4,2.84,0.29,168.79,173.15,0.86,0.75,0.81,42.02,57.98,0,144.67,20,20-19
20,2697.7,,0,3.41,3,2.75,5.75,13.32,0,0.21,439,"2,697.70",390.62,6.16,0.3,168.62,139.44,0.79,0.69,0.74,52.17,47.83,0,63.43,20,20-20
21,2698.8,,0,4.3,3,3.59,6.59,19.04,0,0.23,439,"2,698.80",442.79,5.35,0.26,153.26,159.81,0.79,0.69,0.74,45.52,54.48,0,82.78,20,20-21
22,2699.68,,0,5.99,3,4.54,7.54,29.08,0,0.26,442,"2,699.68",485.48,4.34,0.21,125.88,182.85,0.84,0.74,0.8,39.79,60.21,0,111.85,20,20-22
23,2701.3,,0,0.95,3,0.66,3.66,2.75,0,0.32,441,"2,701.30",289.47,33.68,0.57,385.26,88.76,0.83,0.72,0.78,81.97,18.03,0,8.59,20,20-23
24,2702.85,,0,0.8,3,0.53,3.53,1.79,0,0.27,442,"2,702.85",223.75,33.75,0.66,441.25,85.6,0.84,0.74,0.8,84.99,15.01,0,6.63,20,20-24
25,2704.1,,0,0.62,3,0.38,3.38,1.43,0,0.38,440,"2,704.10",230.65,61.29,0.7,545.16,81.97,0.81,0.71,0.76,88.76,11.24,0,3.76,20,20-25
26,2705.35,,0,8.65,3,5.04,8.04,39.46,0,0.25,440,"2,705.35",456.18,2.89,0.17,92.95,194.97,0.81,0.71,0.76,37.31,62.69,0,157.84,20,20-26
27,2706.02,,0,2.78,3,1.94,4.94,11.43,0,0.25,442,"2,706.02",411.15,8.99,0.3,177.7,119.8,0.84,0.74,0.8,60.73,39.27,0,45.72,20,20-27
28,2706.98,,0,2.27,3,2.42,5.42,9.78,0,0.2,442,"2,706.98",430.84,8.81,0.36,238.77,131.44,0.84,0.74,0.8,55.35,44.65,0,48.9,20,20-28
29,2708.3,,0,5.03,3,4.4,7.4,22.52,0,0.2,442,"2,708.30",447.71,3.98,0.25,147.12,179.45,0.84,0.74,0.8,40.54,59.46,0,112.6,20,20-29
30,2709.25,,0,3.63,3,3.64,6.64,15.2,0,0.19,440,"2,709.25",418.73,5.23,0.3,182.92,161.02,0.81,0.71,0.76,45.18,54.82,0,80,20,20-30
31,2710,,0,5.5,3,4.76,7.76,25.23,0,0.16,443,"2,710.00",458.73,2.91,0.24,141.09,188.18,0.86,0.75,0.81,38.66,61.34,0,157.69,20,20-31
1,3125.98,,60.5,2.23,0,1.66,1.66,2.47,0,0.24,444,"3,125.98",110.76,10.76,0.4,74.44,40.26,0.88,0.77,0.83,0,100,0,10.29,21,21-Jan
2,3126.81,,60.2,1.63,0,1.18,1.18,1.67,0,0.3,446,"3,126.81",102.45,18.4,0.41,72.39,28.62,0.91,0.8,0.87,0,100,0,5.57,21,21-Feb
3,3127.72,,60.4,3.98,0,3.39,3.39,7.76,0,0.25,449,"3,127.72",194.97,6.28,0.3,85.18,82.21,0.96,0.84,0.92,0,100,0,31.04,21,21-Mar
4,3128.6,,60.1,2.77,0,3.59,3.59,4.39,0,0.33,446,"3,128.60",158.48,11.91,0.45,129.6,87.06,0.91,0.8,0.87,0,100,0,13.3,21,21-Apr
5,3129.29,,60.1,5.12,0,4.68,4.68,10.84,0,0.19,450,"3,129.29",211.72,3.71,0.3,91.41,113.49,0.98,0.86,0.94,0,100,0,57.05,21,21-May
6,3130.34,,60.2,3.48,0,1.6,1.6,6.49,0,0.27,451,"3,130.34",186.49,7.76,0.2,45.98,38.8,1,0.87,0.96,0,100,0,24.04,21,21-Jun
7,3131.21,,60.4,3.35,0,1.67,1.67,5.84,0,0.24,454,"3,131.21",174.33,7.16,0.22,49.85,40.5,1.05,0.91,1.01,0,100,0,24.33,21,21-Jul
8,3132.19,,60.2,2.73,0,1.17,1.17,4.64,0,0.22,453,"3,132.19",169.96,8.06,0.2,42.86,28.37,1.03,0.9,0.99,0,100,0,21.09,21,21-Aug
9,3132.96,,60.8,4.59,0,2.29,2.29,8.67,0,0.23,452,"3,132.96",188.89,5.01,0.21,49.89,55.53,1.01,0.88,0.98,0,100,0,37.7,21,21-Sep
10,3133.86,,60.5,5.44,0,2.6,2.6,10.91,0,0.26,453,"3,133.86",200.55,4.78,0.19,47.79,63.05,1.03,0.9,0.99,0,100,0,41.96,21,21-Oct
11,3134.88,,60.4,3.68,0,3.6,3.6,7.36,0,0.2,453,"3,134.88",200,5.43,0.33,97.83,87.3,1.03,0.9,0.99,0,100,0,36.8,21,21-Nov
12,3135.6,,60.4,2.01,0,1.82,1.82,2.8,0,0.17,450,"3,135.60",139.3,8.46,0.39,90.55,44.14,0.98,0.86,0.94,0,100,0,16.47,21,21-Dec
13,3136.46,,60.2,3.96,0,2.39,2.39,7.99,0,0.19,454,"3,136.46",201.77,4.8,0.23,60.35,57.96,1.05,0.91,1.01,0,100,0,42.05,21,21-13
14,3137.33,,60.6,3.35,0,1.66,1.66,5.92,0,0.19,455,"3,137.33",176.72,5.67,0.22,49.55,40.26,1.07,0.93,1.03,0,100,0,31.16,21,21-14
15,3138.2,,0,2.85,0,1.72,1.72,5.34,0,0.18,456,"3,138.20",187.37,6.32,0.24,60.35,41.71,1.08,0.94,1.05,0,100,0,29.67,21,21-15
16,3139.09,,0,3.75,0,3.92,3.92,7.16,0,0.24,456,"3,139.09",190.93,6.4,0.35,104.53,95.06,1.08,0.94,1.05,0,100,0,29.83,21,21-16
17,3139.97,,0,3.18,0,2.18,2.18,5.76,0,0.19,452,"3,139.97",181.13,5.97,0.27,68.55,52.87,1.01,0.88,0.98,0,100,0,30.32,21,21-17
18,3140.73,,0,5.88,0,3.11,3.11,12.65,0,0.21,455,"3,140.73",215.14,3.57,0.2,52.89,75.42,1.07,0.93,1.03,0,100,0,60.24,21,21-18
19,3141.77,,0,5.66,0,3.66,3.66,12.42,0,0.2,456,"3,141.77",219.43,3.53,0.23,64.66,88.76,1.08,0.94,1.05,0,100,0,62.1,21,21-19
1,2356.15,,0,0.31,0,0.22,0.22,0.07,0,0.44,437,"2,356.15",22.58,141.94,0.76,70.97,5.34,0.76,0.66,0.71,0,100,0,0.16,22,22-Jan
2,2357.53,,0,0.55,0,0.22,0.22,0.41,0,0.73,440,"2,357.53",74.55,132.73,0.35,40,5.34,0.81,0.71,0.76,0,100,0,0.56,22,22-Feb
3,2358.69,,0,2.22,0,1.77,1.77,2.71,0,0.52,443,"2,358.69",122.07,23.42,0.4,79.73,42.92,0.86,0.75,0.81,0,100,0,5.21,22,22-Mar
4,2359.15,,0,0.67,0,0.24,0.24,0.38,0,0.58,439,"2,359.15",56.72,86.57,0.39,35.82,5.82,0.79,0.69,0.74,0,100,0,0.66,22,22-Apr
5,2359.46,,0,4.36,0,3.15,3.15,6.92,0,0.5,446,"2,359.46",158.72,11.47,0.31,72.25,76.39,0.91,0.8,0.87,0,100,0,13.84,22,22-May
6,2365.25,,60.5,2.11,0,0.62,0.62,2.84,0,0.48,442,"2,365.25",134.6,22.75,0.18,29.38,15.04,0.84,0.74,0.8,0,100,0,5.92,22,22-Jun
7,2371.34,,60.2,0.4,0,0.16,0.16,0.13,0,0.86,442,"2,371.34",32.5,215,0.55,40,3.88,0.84,0.74,0.8,0,100,0,0.15,22,22-Jul
8,2374.39,,60.4,0.33,0,0.08,0.08,0.13,0,0.63,436,"2,374.39",39.39,190.91,0.38,24.24,1.94,0.74,0.65,0.69,0,100,0,0.21,22,22-Aug
9,2380.49,,60.1,0.59,0,0.14,0.14,0.29,0,0.72,440,"2,380.49",49.15,122.03,0.33,23.73,3.4,0.81,0.71,0.76,0,100,0,0.4,22,22-Sep
10,2383.54,,60.1,0.64,0,0.27,0.27,0.35,0,0.68,439,"2,383.54",54.69,106.25,0.44,42.19,6.55,0.79,0.69,0.74,0,100,0,0.51,22,22-Oct
11,2384.76,,60.2,1.02,0,0.42,0.42,0.77,0,0.96,445,"2,384.76",75.49,94.12,0.35,41.18,10.19,0.9,0.78,0.85,0,100,0,0.8,22,22-Nov
12,2385.36,,60.4,0.57,0,0.26,0.26,0.36,0,0.82,444,"2,385.36",63.16,143.86,0.42,45.61,6.31,0.88,0.77,0.83,0,100,0,0.44,22,22-Dec
13,2389.63,,60.2,0.84,0,0.15,0.15,0.33,0,0.92,442,"2,389.63",39.29,109.52,0.31,17.86,3.64,0.84,0.74,0.8,0,100,0,0.36,22,22-13
14,2401.82,,60.8,0.72,0,0.28,0.28,0.41,0,0.52,441,"2,401.82",56.94,72.22,0.41,38.89,6.79,0.83,0.72,0.78,0,100,0,0.79,22,22-14
15,2404.87,,60.5,0.72,0,0.19,0.19,0.51,0,0.83,444,"2,404.87",70.83,115.28,0.27,26.39,4.61,0.88,0.77,0.83,0,100,0,0.61,22,22-15
16,2407.92,,60.4,0.97,0,0.37,0.37,1.25,0,0.61,433,"2,407.92",128.87,62.89,0.23,38.14,8.97,0.69,0.6,0.63,0,100,0,2.05,22,22-16
17,2410.97,,60.4,0.66,0,0.39,0.39,0.48,0,0.76,441,"2,410.97",72.73,115.15,0.45,59.09,9.46,0.83,0.72,0.78,0,100,0,0.63,22,22-17
18,2412.19,,60.2,0.62,0,0.27,0.27,0.4,0,0.92,445,"2,412.19",64.52,148.39,0.4,43.55,6.55,0.9,0.78,0.85,0,100,0,0.43,22,22-18
19,2413.41,,60.6,0.47,0,0.12,0.12,0.13,0,0.89,444,"2,413.41",27.66,189.36,0.48,25.53,2.91,0.88,0.77,0.83,0,100,0,0.15,22,22-19
20,2414.63,,0,0.39,0,0.11,0.11,0.15,0,0.86,448,"2,414.63",38.46,220.51,0.42,28.21,2.67,0.95,0.83,0.9,0,100,0,0.17,22,22-20
21,2415.84,,0,0.36,0,0.12,0.12,0.14,0,0.77,446,"2,415.84",38.89,213.89,0.46,33.33,2.91,0.91,0.8,0.87,0,100,0,0.18,22,22-21
22,2416.76,,0,0.41,0,0.13,0.13,0.16,0,0.81,440,"2,416.76",39.02,197.56,0.45,31.71,3.15,0.81,0.71,0.76,0,100,0,0.2,22,22-22
23,2417.06,,0,0.58,0,0.23,0.23,0.42,0,0.73,431,"2,417.06",72.41,125.86,0.35,39.66,5.58,0.66,0.57,0.6,0,100,0,0.58,22,22-23
24,2426.21,,0,0.84,0,0.28,0.28,0.5,0,0.99,438,"2,426.21",59.52,117.86,0.36,33.33,6.79,0.78,0.68,0.72,0,100,0,0.51,22,22-24
1,2054,,0,1.96,0,1.14,1.14,5.84,0,0.5,444,"2,054.00",297.96,25.51,0.16,58.16,27.65,0.88,0.77,0.83,0,100,0,11.68,23,23-Jan
2,2061,,0,1.98,0,1.03,1.03,6.8,0,0.47,442,"2,061.00",343.43,23.74,0.13,52.02,24.98,0.84,0.74,0.8,0,100,0,14.47,23,23-Feb
3,2065,,0,0.93,0,0.66,0.66,2.06,0,0.59,442,"2,065.00",221.51,63.44,0.24,70.97,16.01,0.84,0.74,0.8,0,100,0,3.49,23,23-Mar
4,2070.1,,0,8.32,0,5.22,5.22,37.03,0,0.51,441,"2,070.10",445.07,6.13,0.12,62.74,126.59,0.83,0.72,0.78,0,100,0,72.61,23,23-Apr
5,2071.5,,0,1.59,0,1.4,1.4,5.12,0,0.4,441,"2,071.50",322.01,25.16,0.21,88.05,33.95,0.83,0.72,0.78,0,100,0,12.8,23,23-May
6,2075,,60.5,4.49,0,2.06,2.06,16.02,0,0.45,443,"2,075.00",356.79,10.02,0.11,45.88,49.96,0.86,0.75,0.81,0,100,0,35.6,23,23-Jun
7,2079.5,,60.2,0.5,0,0.2,0.2,0.47,0,0.83,440,"2,079.50",94,166,0.3,40,4.85,0.81,0.71,0.76,0,100,0,0.57,23,23-Jul
8,2085.5,,60.4,5.64,0,2.6,2.6,24.66,0,0.47,441,"2,085.50",437.23,8.33,0.1,46.1,63.05,0.83,0.72,0.78,0,100,0,52.47,23,23-Aug
9,2090,,60.1,10.26,0,6.84,6.84,35.94,0,0.67,442,"2,090.00",350.29,6.53,0.16,66.67,165.87,0.84,0.74,0.8,0,100,0,53.64,23,23-Sep
10,2091.5,,60.1,5.88,0,3.92,3.92,21.22,0,0.46,444,"2,091.50",360.88,7.82,0.16,66.67,95.06,0.88,0.77,0.83,0,100,0,46.13,23,23-Oct
11,2093,,60.2,4.39,0,3.05,3.05,16.06,0,0.59,444,"2,093.00",365.83,13.44,0.16,69.48,73.96,0.88,0.77,0.83,0,100,0,27.22,23,23-Nov
12,2101.6,,60.4,9.81,0,6.34,6.34,35.82,0,0.82,443,"2,101.60",365.14,8.36,0.15,64.63,153.75,0.86,0.75,0.81,0,100,0,43.68,23,23-Dec
13,2103,,60.2,5.2,0,4.26,4.26,16.49,0,0.68,444,"2,103.00",317.12,13.08,0.21,81.92,103.31,0.88,0.77,0.83,0,100,0,24.25,23,23-13
14,2105,,60.8,7.14,0,5.84,5.84,26.93,0,0.63,443,"2,105.00",377.17,8.82,0.18,81.79,141.62,0.86,0.75,0.81,0,100,0,42.75,23,23-14
1,2302.74,,0,0.81,0,0.15,0.15,0.26,0,0.41,444,"2,302.74",31.96,50.39,0.37,18.44,3.64,0.88,0.77,0.83,0,100,0,0.63,24,24-Jan
2,2305.73,,0,0.54,0,0.29,0.29,0.57,0,0.28,442,"2,305.73",105.77,51.96,0.34,53.81,7.03,0.84,0.74,0.8,0,100,0,2.04,24,24-Feb
3,2307.31,,0,1.74,0,1.81,1.81,4.07,0,0.33,442,"2,307.31",233.37,18.92,0.31,103.78,43.89,0.84,0.74,0.8,0,100,0,12.33,24,24-Mar
4,2308.73,,0,5.14,0,4.71,4.71,17.95,0,0.37,441,"2,308.73",349.15,7.2,0.21,91.62,114.22,0.83,0.72,0.78,0,100,0,48.51,24,24-Apr
5,2309.9,,0,3.59,0,2.4,2.4,10.62,0,0.37,441,"2,309.90",296.23,10.32,0.18,66.95,58.2,0.83,0.72,0.78,0,100,0,28.7,24,24-May
6,2311.23,,60.5,1.32,0,1.02,1.02,2.87,0,0.22,443,"2,311.23",218.25,16.73,0.26,77.57,24.74,0.86,0.75,0.81,0,100,0,13.05,24,24-Jun
7,2312.83,,60.2,6.94,0,6.52,6.52,28.74,0,0.47,440,"2,312.83",414.36,6.78,0.18,94,158.11,0.81,0.71,0.76,0,100,0,61.15,24,24-Jul
8,2313.53,,60.4,0.45,0,0.26,0.26,0.72,0,0.23,441,"2,313.53",159.86,51.07,0.27,57.73,6.31,0.83,0.72,0.78,0,100,0,3.13,24,24-Aug
9,2315.68,,60.1,0.33,0,0.09,0.09,0.2,0,0.22,442,"2,315.68",60.19,66.21,0.31,27.08,2.18,0.84,0.74,0.8,0,100,0,0.91,24,24-Sep
10,2316.87,,60.1,2.42,0,2.21,2.21,5.29,0,0.4,444,"2,316.87",218.6,16.53,0.29,91.32,53.59,0.88,0.77,0.83,0,100,0,13.23,24,24-Oct
11,2321.09,,60.2,0.49,0,0.47,0.47,0.41,0,0.84,444,"2,321.09",84.4,172.91,0.53,96.75,11.4,0.88,0.77,0.83,0,100,0,0.49,24,24-Nov
12,2322.57,,60.4,0.44,0,0.14,0.14,0.2,0,0.65,443,"2,322.57",45.2,146.89,0.41,31.64,3.4,0.86,0.75,0.81,0,100,0,0.31,24,24-Dec
13,2334.2,,60.2,1.84,0,1.63,1.63,4.4,0,0.34,444,"2,334.20",239.65,18.52,0.27,88.78,39.53,0.88,0.77,0.83,0,100,0,12.94,24,24-13
14,2335.48,,60.8,0.67,0,0.49,0.49,1.07,0,0.27,443,"2,335.48",159.89,40.35,0.31,73.22,11.88,0.86,0.75,0.81,0,100,0,3.96,24,24-14
15,2343.43,,60.5,2.35,0,2.96,2.96,4.77,0,0.48,444,"2,343.43",203.24,20.45,0.38,126.12,71.78,0.88,0.77,0.83,0,100,0,9.94,24,24-15
16,2347.33,,60.4,0.65,0,0.78,0.78,1.1,0,0.35,443,"2,347.33",168.04,53.47,0.41,119.16,18.92,0.86,0.75,0.81,0,100,0,3.14,24,24-16
4,2963.59,,60.1,2.16,0,0.05,0.05,2.14,0,0.09,455,"2,963.59",99.07,4.17,0.02,2.31,1.21,1.07,0.93,1.03,0,100,0,23.78,25,25-Apr
5,2966.68,,60.1,1.48,0,0.05,0.05,1.38,0,0.05,456,"2,966.68",93.24,3.38,0.03,3.38,1.21,1.08,0.94,1.05,0,100,0,27.6,25,25-May
6,2968.95,,60.2,2.4,0,0.06,0.06,2.68,0,0.08,455,"2,968.95",111.67,3.33,0.02,2.5,1.46,1.07,0.93,1.03,0,100,0,33.5,25,25-Jun
7,2970.32,,60.4,1.94,0,0.06,0.06,2.11,0,0.05,456,"2,970.32",108.76,2.58,0.03,3.09,1.46,1.08,0.94,1.05,0,100,0,42.2,25,25-Jul
8,2971.74,,60.2,2.21,0,0.05,0.05,2.51,0,0.09,454,"2,971.74",113.57,4.07,0.02,2.26,1.21,1.05,0.91,1.01,0,100,0,27.89,25,25-Aug
9,2973.65,,60.8,2.36,0,0.06,0.06,2.88,0,0.09,456,"2,973.65",122.03,3.81,0.02,2.54,1.46,1.08,0.94,1.05,0,100,0,32,25,25-Sep
10,2975,,60.5,2.43,0,0.07,0.07,2.77,0,0.1,456,"2,975.00",113.99,4.12,0.02,2.88,1.7,1.08,0.94,1.05,0,100,0,27.7,25,25-Oct
11,2977.71,,60.4,2.59,0,0.11,0.11,3.08,0,0.07,459,"2,977.71",118.92,2.7,0.03,4.25,2.67,1.13,0.99,1.1,0,100,0,44,25,25-Nov
12,2979.23,,60.4,2.29,0,0.05,0.05,2.39,0,0.13,457,"2,979.23",104.37,5.68,0.02,2.18,1.21,1.1,0.96,1.07,0,100,0,18.38,25,25-Dec
13,2982.22,,60.2,2.77,0,0.08,0.08,3.26,0,0.07,453,"2,982.22",117.69,2.53,0.02,2.89,1.94,1.03,0.9,0.99,0,100,0,46.57,25,25-13
14,2983.53,,60.6,4.13,0,0.12,0.12,5.29,0,0.11,452,"2,983.53",128.09,2.66,0.02,2.91,2.91,1.01,0.88,0.98,0,100,0,48.09,25,25-14
15,2985.26,,0,3.36,0,0.08,0.08,3.92,0,0.1,456,"2,985.26",116.67,2.98,0.02,2.38,1.94,1.08,0.94,1.05,0,100,0,39.2,25,25-15
16,2986.87,,0,2.34,0,0.05,0.05,2.55,0,0.08,459,"2,986.87",108.97,3.42,0.02,2.14,1.21,1.13,0.99,1.1,0,100,0,31.88,25,25-16
17,2989.77,,0,1.66,0,0.04,0.04,1.53,0,0.13,456,"2,989.77",92.17,7.83,0.03,2.41,0.97,1.08,0.94,1.05,0,100,0,11.77,25,25-17
